"taxonID","individualID","plotID","siteID","domainID","date","plantStatus","growthForm","canopyPosition","measurementHeight","height","stemDiameter","scientificName","stemDistance","stemAzimuth","year","drc","FIA.Code","jenkins_model","Scientific.Name.with.Author","Common.Name","Family","habit","Genus","Species","Adj.Factor","model_name","betaZero","betaOne","chojnacky","Species.Group","Group","MedianSpecGrav","beta0","beta1","AGBJenkins","AGBChojnacky"
"ARVIM","NEON.PLA.D17.SOAP.02498","SOAP_058","SOAP","D17",2015-10-01,"Live","sapling","Full shade",NA,1.2,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03237","SOAP_055","SOAP","D17",2015-10-27,"Live","small tree","Mostly shaded",130,3.2,2.9,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,2.99785164567405,1.4299885276022
"ARVIM","NEON.PLA.D17.SOAP.02682","SOAP_046","SOAP","D17",2015-10-14,"Live","sapling","Full shade",NA,0.6,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02784","SOAP_050","SOAP","D17",2015-10-08,"Live","single bole tree","Mostly shaded",130,NA,11,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",15.4,238.3,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,29.0255321046563,35.696072254279
"ARVIM","NEON.PLA.D17.SOAP.03851","SOAP_053","SOAP","D17",2015-11-18,"Standing dead","sapling","Full shade",NA,1.7,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02457","SOAP_048","SOAP","D17",2015-09-30,"Live","sapling","Full shade",NA,1,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03440","SOAP_047","SOAP","D17",2015-11-05,"Standing dead","sapling","Full shade",NA,1.3,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03825","SOAP_053","SOAP","D17",2015-11-18,"Standing dead","multi-bole tree",NA,130,NA,14.1,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",14,51.2,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,44.2993968779606,64.9887149407938
"ARVIM","NEON.PLA.D17.SOAP.03798","SOAP_053","SOAP","D17",2015-11-18,"Standing dead","sapling","Full shade",NA,0.7,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02802","SOAP_044","SOAP","D17",2015-10-12,"Live","small tree","Full shade",130,0.6,1.4,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,0.867429161891086,0.246648372100663
"ARVIM","NEON.PLA.D17.SOAP.03454","SOAP_047","SOAP","D17",2015-11-05,"Standing dead","small tree","Full shade",130,1.5,1,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,0.489094283157162,0.109503364956653
"ARVIM","NEON.PLA.D17.SOAP.02800","SOAP_044","SOAP","D17",2015-10-12,"Live","sapling","Full shade",NA,0.5,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03842","SOAP_053","SOAP","D17",2015-11-18,"Standing dead","sapling","Full shade",NA,1,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03372","SOAP_054","SOAP","D17",2015-10-29,"Live","sapling","Full shade",NA,0.7,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03415","SOAP_047","SOAP","D17",2015-11-05,"Standing dead","single bole tree","Mostly shaded",130,NA,11.2,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",14.7,119.9,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,29.9299476585889,37.2825251104851
"ARVIM","NEON.PLA.D17.SOAP.02458","SOAP_048","SOAP","D17",2015-09-30,"Live","sapling","Full shade",NA,1,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02645","SOAP_043","SOAP","D17",2015-10-06,"Standing dead","sapling","Full shade",NA,0.6,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02730","SOAP_050","SOAP","D17",2015-10-07,"Live","multi-bole tree","Mostly shaded",130,NA,18.7,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",9.5,241.4,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,71.6492515844023,128.458490385873
"ARVIM","NEON.PLA.D17.SOAP.02603","SOAP_043","SOAP","D17",2015-10-05,"Standing dead","single bole tree","Mostly shaded",130,NA,11.1,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",8.9,232.5,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,29.4763080862495,36.4842488796149
"ARVIM","NEON.PLA.D17.SOAP.01075","SOAP_048","SOAP","D17",2015-09-30,"Live","sapling","Full shade",NA,0.9,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03959","SOAP_061","SOAP","D17",2015-11-20,"Standing dead","sapling","Full shade",NA,0.8,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02798","SOAP_044","SOAP","D17",2015-10-12,"Standing dead","sapling","Full shade",NA,0.2,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02406","SOAP_048","SOAP","D17",2015-09-30,"Live","sapling","Full shade",NA,1.1,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03427","SOAP_047","SOAP","D17",2015-11-05,"Live","sapling","Full shade",NA,1,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03422","SOAP_047","SOAP","D17",2015-11-05,"Standing dead","sapling","Full shade",NA,1.7,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03424","SOAP_047","SOAP","D17",2015-11-05,"Standing dead","sapling","Full shade",NA,1.4,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03805","SOAP_053","SOAP","D17",2015-11-18,"Standing dead","single bole tree","Mostly shaded",130,NA,10.1,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",14.1,36.4,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,25.0987130839974,29.050675567713
"ARVIM","NEON.PLA.D17.SOAP.02700","SOAP_046","SOAP","D17",2015-10-14,"Live","sapling","Full shade",NA,1,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03828","SOAP_053","SOAP","D17",2015-11-18,"Live","single bole tree",NA,130,NA,12.2,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",15.4,70,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,34.622206488376,45.8289222657397
"ARVIM","NEON.PLA.D17.SOAP.00298","SOAP_044","SOAP","D17",2015-10-12,"Standing dead","single bole tree","Mostly shaded",130,NA,10.7,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",2.6,84.8,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,27.6904632620817,33.3917619475957
"ARVIM","NEON.PLA.D17.SOAP.03564","SOAP_049","SOAP","D17",2015-11-10,"Standing dead","single bole tree","Mostly shaded",130,NA,12.9,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",8.6,250.6,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,38.0728865057667,52.4340752244937
"ARVIM","NEON.PLA.D17.SOAP.02780","SOAP_043","SOAP","D17",2015-10-06,"Live","single bole tree",NA,130,NA,13.5,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",8.8,81.6,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,41.1375062147982,58.5142911685749
"ARVIM","NEON.PLA.D17.SOAP.02994","SOAP_060","SOAP","D17",2015-10-21,"Live","multi-bole tree","Mostly shaded",130,NA,10.7,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",12.3,320.2,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,27.6904632620817,33.3917619475957
"ARVIM","NEON.PLA.D17.SOAP.03824","SOAP_053","SOAP","D17",2015-11-18,"Live","single bole tree",NA,130,NA,16.4,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",15.1,137.5,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,57.2994133290215,93.5858358221061
"ARVIM","NEON.PLA.D17.SOAP.00941","SOAP_059","SOAP","D17",2015-08-12,"Live","single bole tree","Mostly shaded",130,NA,11.1,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",12.1,226.1,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,29.4763080862495,36.4842488796149
"ARVIM","NEON.PLA.D17.SOAP.03284","SOAP_047","SOAP","D17",2015-11-05,"Standing dead","sapling","Full shade",NA,0.4,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.02607","SOAP_043","SOAP","D17",2015-10-05,"Live","sapling","Mostly shaded",130,NA,13.4,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",8.8,209.3,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03847","SOAP_053","SOAP","D17",2015-11-18,"Standing dead","sapling","Full shade",NA,1.4,NA,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,NA,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,NA,NA
"ARVIM","NEON.PLA.D17.SOAP.03816","SOAP_053","SOAP","D17",2015-11-18,"Standing dead","single bole tree","Mostly shaded",130,NA,13.6,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",7.5,203.9,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,41.6577676765301,59.5657908838838
"ARVIM","NEON.PLA.D17.SOAP.03830","SOAP_053","SOAP","D17",2015-11-18,"Live","multi-bole tree",NA,130,NA,15.3,"Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",14.8,75.3,"2015",NA,NA,"woodland","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","Mariposa manzanita","Ericaceae","shrub/tree",NA,NA,NA,NA,-0.7152,1.7029,"Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae","hardwood","Hardwood",0.47,-2.2118,2.4133,50.9100617826507,79.1486104901621
